선수명,생년월일,연도,연봉,WAR
백준영,1982-05-18,2006,"2,200",0.044
백준영,1982-05-18,2008,"2,300",0.091
정홍준,1983-05-25,2006,,1.112
정홍준,1983-05-25,2008,"2,800",-0.170
정홍준,1983-05-25,2009,"2,300",0.006
차우찬,1987-05-31,2006,,0.102
차우찬,1987-05-31,2007,"2,100",-0.155
차우찬,1987-05-31,2008,"2,500",0.315
차우찬,1987-05-31,2009,"3,300",0.678
차우찬,1987-05-31,2010,"6,270",4.734
차우찬,1987-05-31,2011,"10,500",2.045
차우찬,1987-05-31,2012,"17,000",-0.414
차우찬,1987-05-31,2013,"13,000",2.962
차우찬,1987-05-31,2014,"24,000",1.554
차우찬,1987-05-31,2015,"40,000",1.623
차우찬,1987-05-31,2016,"40,000",3.178
차우찬,1987-05-31,2017,"100,000",4.228
차우찬,1987-05-31,2018,"100,000",0.814
차우찬,1987-05-31,2019,"100,000",1.444
차우찬,1987-05-31,2020,"100,000",-0.160
채형직,1986-02-26,2006,"2,100",0.084
구대성,1969-08-02,1993,,0.529
구대성,1969-08-02,1994,,4.448
구대성,1969-08-02,1995,,2.639
구대성,1969-08-02,1996,,9.147
구대성,1969-08-02,1997,"9,300",5.019
구대성,1969-08-02,1998,"9,300",5.294
구대성,1969-08-02,1999,"10,500",5.548
구대성,1969-08-02,2000,"14,000",5.480
구대성,1969-08-02,2006,"14,000",4.051
구대성,1969-08-02,2007,"63,000",1.566
구대성,1969-08-02,2008,"47,000",1.072
구대성,1969-08-02,2009,"30,000",1.541
구대성,1969-08-02,2010,"20,000",-0.164
류현진,1987-03-25,2006,,7.794
류현진,1987-03-25,2007,"10,000",6.808
류현진,1987-03-25,2008,"18,000",4.627
류현진,1987-03-25,2009,"24,000",6.413
류현진,1987-03-25,2010,"27,000",9.198
류현진,1987-03-25,2011,"40,000",3.343
류현진,1987-03-25,2012,"900,000",6.539
임재청,1984-02-21,2006,,-0.143
이현승,1983-10-11,2006,,0.984
이현승,1983-10-11,2007,"3,700",0.030
이현승,1983-10-11,2008,"3,700",1.767
이현승,1983-10-11,2009,"7,000",3.567
이현승,1983-10-11,2010,"14,000",1.190
이현승,1983-10-11,2011,"11,500",0.687
이현승,1983-10-11,2014,"11,000",1.221
이현승,1983-10-11,2015,"40,000",2.214
이현승,1983-10-11,2016,"40,000",0.236
이현승,1983-10-11,2017,"40,000",1.453
이현승,1983-10-11,2018,"40,000",0.349
이현승,1983-10-11,2019,"40,000",0.161
이현승,1983-10-11,2020,"40,000",0.237
장원삼,1983-06-09,2006,,4.143
장원삼,1983-06-09,2007,"6,000",3.222
장원삼,1983-06-09,2008,"8,000",5.571
장원삼,1983-06-09,2009,"17,000",1.077
장원삼,1983-06-09,2010,"17,000",4.391
장원삼,1983-06-09,2011,"22,500",1.843
장원삼,1983-06-09,2012,"22,500",3.833
장원삼,1983-06-09,2013,"40,000",1.865
장원삼,1983-06-09,2014,"75,000",2.660
장원삼,1983-06-09,2015,"75,000",-0.371
장원삼,1983-06-09,2016,"75,000",-0.500
장원삼,1983-06-09,2017,"75,000",0.334
장원삼,1983-06-09,2018,"20,000",0.178
장원삼,1983-06-09,2019,"20,000",-0.324
장원삼,1983-06-09,2020,"3,000",-0.430
장태종,1983-03-08,2006,,-0.182
장태종,1983-03-08,2008,"2,000",-0.282
곽정철,1986-03-14,2007,"2,000",-0.039
곽정철,1986-03-14,2008,"2,000",0.733
곽정철,1986-03-14,2009,"2,500",2.184
곽정철,1986-03-14,2010,"7,000",1.030
곽정철,1986-03-14,2011,"7,000",0.148
곽정철,1986-03-14,2016,"5,500",-0.106
박정규,1983-04-17,2007,"2,000",0.161
박정규,1983-04-17,2008,"2,200",-0.016
박정규,1983-04-17,2009,"2,200",0.010
양현종,1988-03-01,2007,,0.470
양현종,1988-03-01,2008,"2,400",0.518
양현종,1988-03-01,2009,"3,500",4.907
양현종,1988-03-01,2010,"10,000",3.830
양현종,1988-03-01,2011,"17,000",0.376
양현종,1988-03-01,2012,"14,000",-0.029
양현종,1988-03-01,2013,"9,000",2.676
양현종,1988-03-01,2014,"12,000",4.990
양현종,1988-03-01,2015,"75,000",8.135
양현종,1988-03-01,2016,"75,000",5.692
양현종,1988-03-01,2017,"150,000",4.561
양현종,1988-03-01,2018,"230,000",5.209
양현종,1988-03-01,2019,"230,000",7.346
양현종,1988-03-01,2020,"230,000",2.529
오준형,1984-07-21,2007,,-0.014
오준형,1984-07-21,2008,"2,500",-0.248
오준형,1984-07-21,2009,"2,500",0.212
오준형,1984-07-21,2012,"3,300",0.067
오준형,1984-07-21,2013,"3,500",-0.007
봉중근,1980-07-15,2007,"35,000",0.869
봉중근,1980-07-15,2008,"25,000",5.007
봉중근,1980-07-15,2009,"36,000",5.319
봉중근,1980-07-15,2010,"36,000",4.715
봉중근,1980-07-15,2011,"38,000",0.073
봉중근,1980-07-15,2012,"15,000",2.219
봉중근,1980-07-15,2013,"15,000",3.716
봉중근,1980-07-15,2014,"45,000",3.177
봉중근,1980-07-15,2015,"30,000",0.921
봉중근,1980-07-15,2016,"30,000",0.343
최종인,1988-08-02,2007,,-0.082
최종인,1988-08-02,2008,"2,000",-0.006
권덕준,1987-01-20,2007,"2,000",0.037
김광현,1988-07-22,2007,,1.244
김광현,1988-07-22,2008,"4,000",5.427
김광현,1988-07-22,2009,"13,000",4.623
김광현,1988-07-22,2010,"17,500",7.120
김광현,1988-07-22,2011,"27,000",0.736
김광현,1988-07-22,2012,"25,000",0.700
김광현,1988-07-22,2013,"24,000",1.853
김광현,1988-07-22,2014,"27,000",5.200
김광현,1988-07-22,2015,"85,000",3.957
김광현,1988-07-22,2016,"85,000",3.688
김광현,1988-07-22,2018,"140,000",5.263
김광현,1988-07-22,2019,"140,000",6.394
김건국,1988-02-02,2007,,-0.018
김건국,1988-02-02,2018,"2,700",0.472
김건국,1988-02-02,2019,"2,700",0.898
김건국,1988-02-02,2020,"5,400",0.690
이승학,1979-06-02,2007,,1.982
이승학,1979-06-02,2008,"12,000",0.630
이원재,1988-12-01,2007,,-0.018
이원재,1988-12-01,2008,"2,000",0.020
이원재,1988-12-01,2010,"2,400",-0.205
이원재,1988-12-01,2012,"2,400",-0.071
이원재,1988-12-01,2015,"2,800",-0.369
임태훈,1988-09-28,2007,,4.280
임태훈,1988-09-28,2008,"6,000",2.828
임태훈,1988-09-28,2009,"9,000",4.173
임태훈,1988-09-28,2010,"17,000",0.812
임태훈,1988-09-28,2011,"15,500",0.317
임태훈,1988-09-28,2012,"10,000",0.060
임태훈,1988-09-28,2013,"9,000",-0.212
임태훈,1988-09-28,2014,"7,500",-0.057
김이슬,1984-06-15,2007,,0.068
김이슬,1984-06-15,2008,"2,100",0.311
김이슬,1984-06-15,2009,"3,100",-0.418
송승준,1980-06-29,2007,,1.829
송승준,1980-06-29,2008,"10,500",2.869
송승준,1980-06-29,2009,"15,000",2.804
송승준,1980-06-29,2010,"18,000",3.056
송승준,1980-06-29,2011,"23,000",3.338
송승준,1980-06-29,2012,"30,000",2.774
송승준,1980-06-29,2013,"31,000",4.059
송승준,1980-06-29,2014,"36,000",1.625
송승준,1980-06-29,2015,"40,000",1.757
송승준,1980-06-29,2016,"40,000",-0.768
송승준,1980-06-29,2017,"40,000",2.772
송승준,1980-06-29,2018,"40,000",0.352
송승준,1980-06-29,2019,"40,000",0.190
송승준,1980-06-29,2020,"5,000",0.092
백정현,1987-07-13,2007,,0.012
백정현,1987-07-13,2008,"2,300",0.088
백정현,1987-07-13,2009,"2,200",-0.066
백정현,1987-07-13,2010,"2,800",0.455
백정현,1987-07-13,2012,"3,000",0.045
백정현,1987-07-13,2013,"3,200",-0.034
백정현,1987-07-13,2014,"4,500",0.835
백정현,1987-07-13,2015,"15,000",0.010
백정현,1987-07-13,2016,"15,000",0.746
백정현,1987-07-13,2017,"10,000",2.145
백정현,1987-07-13,2018,"15,500",2.338
백정현,1987-07-13,2019,"15,500",2.072
백정현,1987-07-13,2020,"28,000",0.120
김경선,1983-08-20,2007,"2,000",-0.108
김경선,1983-08-20,2008,"2,300",0.212
김혁민,1987-05-24,2007,,0.043
김혁민,1987-05-24,2008,"2,100",0.619
김혁민,1987-05-24,2009,"3,600",-0.511
김혁민,1987-05-24,2010,"4,200",-0.317
김혁민,1987-05-24,2011,"3,400",1.316
김혁민,1987-05-24,2012,"6,400",2.636
김혁민,1987-05-24,2013,"11,400",0.525
김혁민,1987-05-24,2014,"14,000",-0.502
유원상,1986-06-17,2007,"2,100",0.477
유원상,1986-06-17,2008,"3,000",1.485
유원상,1986-06-17,2009,"5,000",-0.129
유원상,1986-06-17,2010,"5,500",1.352
유원상,1986-06-17,2011,"5,500",0.004
유원상,1986-06-17,2012,"6,000",2.798
유원상,1986-06-17,2013,"12,500",0.490
유원상,1986-06-17,2014,"7,500",1.752
유원상,1986-06-17,2015,"7,500",0.165
유원상,1986-06-17,2016,"7,500",0.020
유원상,1986-06-17,2017,"6,000",-0.076
유원상,1986-06-17,2018,"6,000",-0.003
유원상,1986-06-17,2019,"6,000",-0.182
유원상,1986-06-17,2020,"4,000",1.070
정민혁,1983-09-14,2007,,0.283
정민혁,1983-09-14,2011,"2,500",-0.219
정민혁,1983-09-14,2012,"2,600",-0.125
정민혁,1983-09-14,2013,"3,100",-0.081
김세현,1987-08-07,2007,,0.530
김세현,1987-08-07,2008,,-0.090
김세현,1987-08-07,2009,,0.449
김세현,1987-08-07,2011,,-0.085
김세현,1987-08-07,2012,,0.868
김세현,1987-08-07,2013,,1.033
김세현,1987-08-07,2014,"7,000",0.115
김세현,1987-08-07,2015,"9,500",1.738
김세현,1987-08-07,2016,"16,000",2.991
김세현,1987-08-07,2017,"16,000",0.513
김세현,1987-08-07,2018,"29,000",-0.233
김세현,1987-08-07,2019,"29,000",-0.240
김세현,1987-08-07,2020,"12,000",0.235
박민주,1987-07-23,2007,,0.011
오성민,1985-11-06,2007,"2,000",-0.104
오성민,1985-11-06,2011,"2,400",0.121
장시환,1987-11-01,2007,,-0.134
장시환,1987-11-01,2008,,-0.176
장시환,1987-11-01,2009,,-0.222
장시환,1987-11-01,2011,,0.029
장시환,1987-11-01,2012,,0.331
장시환,1987-11-01,2013,,-0.167
장시환,1987-11-01,2014,"3,100",-0.040
장시환,1987-11-01,2015,"8,900",2.416
장시환,1987-11-01,2016,"8,900",-0.296
장시환,1987-11-01,2017,"8,900",1.069
장시환,1987-11-01,2018,"8,500",0.479
장시환,1987-11-01,2019,"8,500",1.180
장시환,1987-11-01,2020,"11,000",1.407
조순권,1983-10-28,2007,"2,000",0.035
조순권,1983-10-28,2008,"2,000",-0.039
조용훈,1987-10-29,2007,"2,000",2.215
조용훈,1987-10-29,2008,"4,000",0.842
조용훈,1987-10-29,2009,"5,500",0.393
박경태,1987-09-02,2008,"2,000",-0.022
박경태,1987-09-02,2009,"2,300",0.108
박경태,1987-09-02,2010,"3,500",0.466
박경태,1987-09-02,2011,"4,200",-0.113
박경태,1987-09-02,2012,"5,200",0.040
박경태,1987-09-02,2013,"4,600",1.052
박경태,1987-09-02,2014,"6,500",-0.519
박경태,1987-09-02,2017,"4,900",-0.110
박경태,1987-09-02,2018,"4,000",0.020
서재응,1977-05-24,2008,"50,000",1.409
서재응,1977-05-24,2009,"37,500",0.655
서재응,1977-05-24,2010,"30,000",4.015
서재응,1977-05-24,2011,"33,000",2.657
서재응,1977-05-24,2012,"29,000",4.163
서재응,1977-05-24,2013,"35,000",0.033
서재응,1977-05-24,2014,"20,000",0.151
서재응,1977-05-24,2015,"900,000",0.479
김수형,1985-03-27,2008,,-0.072
김수형,1985-03-27,2009,"2,000",0.024
이범준,1989-07-15,2008,,0.260
이범준,1989-07-15,2009,"3,000",0.108
이범준,1989-07-15,2010,"2,900",-0.537
이범준,1989-07-15,2011,"3,000",0.234
정찬헌,1990-01-26,2008,,0.623
정찬헌,1990-01-26,2009,"3,000",0.754
정찬헌,1990-01-26,2013,"3,000",0.004
정찬헌,1990-01-26,2014,"3,200",1.296
정찬헌,1990-01-26,2015,"5,100",0.547
정찬헌,1990-01-26,2016,"5,100",0.276
정찬헌,1990-01-26,2017,"4,500",-0.160
정찬헌,1990-01-26,2018,"9,500",1.159
정찬헌,1990-01-26,2019,"9,500",0.035
정찬헌,1990-01-26,2020,"13,000",1.488
김준,1985-10-08,2008,,-0.012
김준,1985-10-08,2012,,0.114
김준,1985-10-08,2013,"2,400",0.145
김준,1985-10-08,2014,"2,800",0.000
김준,1985-10-08,2015,"3,200",0.085
임성헌,1985-06-22,2008,,0.011
임성헌,1985-06-22,2009,"2,000",0.558
임성헌,1985-06-22,2010,"2,800",-0.289
고창성,1984-12-21,2008,,0.064
고창성,1984-12-21,2009,"2,000",3.044
고창성,1984-12-21,2010,"6,000",2.323
고창성,1984-12-21,2011,"9,700",0.607
고창성,1984-12-21,2012,"8,500",-0.327
고창성,1984-12-21,2013,"8,500",0.186
고창성,1984-12-21,2014,"7,000",0.606
고창성,1984-12-21,2015,"6,200",0.168
고창성,1984-12-21,2018,"6,200",0.170
김강률,1988-08-28,2008,"2,000",-0.102
김강률,1988-08-28,2011,"2,400",0.405
김강률,1988-08-28,2012,"3,300",0.674
김강률,1988-08-28,2013,"5,000",0.255
김강률,1988-08-28,2014,"6,000",-0.186
김강률,1988-08-28,2015,"6,200",0.472
김강률,1988-08-28,2016,"6,200",0.179
김강률,1988-08-28,2017,"6,200",2.328
김강률,1988-08-28,2018,"15,000",1.040
김강률,1988-08-28,2020,"15,000",-0.112
김선우,1977-09-04,2008,"40,000",1.637
김선우,1977-09-04,2009,"32,000",2.293
김선우,1977-09-04,2010,"35,000",3.804
김선우,1977-09-04,2011,"40,000",4.629
김선우,1977-09-04,2012,"55,000",1.381
김선우,1977-09-04,2013,"50,000",0.168
김선우,1977-09-04,2014,"900,000",-0.330
박민석,1989-07-04,2008,,0.666
박민석,1989-07-04,2009,"2,500",-0.153
박민석,1989-07-04,2016,"2,700",1.009
이용찬,1989-01-02,2008,"2,000",0.528
이용찬,1989-01-02,2009,"2,400",0.923
이용찬,1989-01-02,2010,"5,900",1.187
이용찬,1989-01-02,2011,"5,900",2.224
이용찬,1989-01-02,2012,"10,200",4.068
이용찬,1989-01-02,2013,"17,700",0.073
이용찬,1989-01-02,2014,"14,500",1.676
이용찬,1989-01-02,2016,"14,500",0.256
이용찬,1989-01-02,2017,"18,000",1.229
이용찬,1989-01-02,2018,"23,500",3.913
이용찬,1989-01-02,2019,"23,500",1.347
이용찬,1989-01-02,2020,"42,000",-0.551
진야곱,1989-04-11,2008,,0.253
진야곱,1989-04-11,2009,"2,600",0.481
진야곱,1989-04-11,2010,"2,500",0.000
진야곱,1989-04-11,2015,"6,000",-1.302
진야곱,1989-04-11,2016,"900,000",0.492
김일엽,1980-02-15,2008,"2,000",0.473
김일엽,1980-02-15,2009,"3,800",-0.521
김일엽,1980-02-15,2010,"4,000",0.529
김일엽,1980-02-15,2011,"5,000",0.285
김일엽,1980-02-15,2012,"4,800",-0.121
김일엽,1980-02-15,2013,"4,300",-0.106
곽동훈,1981-07-13,2008,"2,100",0.044
곽동훈,1981-07-13,2009,"2,200",-0.241
곽동훈,1981-07-13,2011,"3,000",-0.111
김상수,1988-01-02,2008,"2,200",-0.382
김상수,1988-01-02,2009,"2,200",0.409
김상수,1988-01-02,2010,"2,200",0.242
김상수,1988-01-02,2011,"3,800",0.380
김상수,1988-01-02,2012,"4,800",0.158
김상수,1988-01-02,2013,"6,000",0.363
김상수,1988-01-02,2015,"6,000",-0.268
김상수,1988-01-02,2016,"6,000",1.417
김상수,1988-01-02,2017,"12,000",1.849
김상수,1988-01-02,2018,"16,500",0.968
김상수,1988-01-02,2019,"16,500",1.730
김상수,1988-01-02,2020,"16,500",0.128
이동걸,1983-08-12,2008,"2,100",0.034
이동걸,1983-08-12,2011,"2,100",0.045
이동걸,1983-08-12,2012,"2,500",0.011
이동걸,1983-08-12,2013,"2,800",0.025
이동걸,1983-08-12,2014,"3,000",0.065
이동걸,1983-08-12,2015,"5,200",0.315
이동걸,1983-08-12,2016,"5,200",0.072
이동걸,1983-08-12,2017,"5,000",0.800
이동걸,1983-08-12,2018,"900,000",-0.080
김성현,1989-01-03,2008,,0.650
김성현,1989-01-03,2009,"2,300",0.107
김성현,1989-01-03,2010,"2,300",1.291
김성현,1989-01-03,2011,"2,300",0.759
민태호,1989-09-12,2008,,0.043
민태호,1989-09-12,2014,,0.005
민태호,1989-09-12,2015,,0.125
민태호,1989-09-12,2016,,0.105
민태호,1989-09-12,2017,"3,300",0.051
민태호,1989-09-12,2018,"4,000",0.036
민태호,1989-09-12,2019,"900,000",0.000
양승진,1987-04-19,2008,"2,100",0.000
양승진,1987-04-19,2009,"2,100",-0.004
양승진,1987-04-19,2010,"2,400",-0.756
양승진,1987-04-19,2011,"2,400",0.001
양승진,1987-04-19,2012,"2,800",-0.103
윤기호,1988-07-28,2008,,-0.000
윤기호,1988-07-28,2009,"2,000",0.004
윤기호,1988-07-28,2010,"2,400",0.000
윤기호,1988-07-28,2011,"2,400",0.031
윤기호,1988-07-28,2014,"2,600",0.000
윤기호,1988-07-28,2015,"2,700",0.011
정대훈,1985-03-08,2008,,0.074
정대훈,1985-03-08,2012,"2,400",-0.051
정대훈,1985-03-08,2013,"2,700",0.226
정대훈,1985-03-08,2014,"3,300",0.066
정대훈,1985-03-08,2015,"5,100",0.370
정대훈,1985-03-08,2016,"5,100",0.514
정성철,1990-04-21,2009,,-0.171
정용운,1990-07-06,2009,,-0.074
정용운,1990-07-06,2010,"2,500",-0.253
정용운,1990-07-06,2016,"2,800",-0.130
정용운,1990-07-06,2017,"3,100",-0.032
정용운,1990-07-06,2018,"7,500",0.061
정용운,1990-07-06,2020,"5,000",-0.096
노진용,1990-02-15,2009,,0.173
노진용,1990-02-15,2014,"2,600",-0.041
배우열,1986-05-19,2009,,-0.050
배우열,1986-05-19,2010,"2,400",-0.276
배우열,1986-05-19,2015,"3,600",0.128
배우열,1986-05-19,2016,"3,600",0.835
배우열,1986-05-19,2017,"4,600",-0.219
배우열,1986-05-19,2018,"4,700",0.154
이승우,1988-12-08,2009,"2,000",-0.025
이승우,1988-12-08,2012,"2,400",-0.110
최동환,1989-09-19,2009,,-0.388
최동환,1989-09-19,2010,"2,900",0.000
최동환,1989-09-19,2014,"2,500",-0.054
최동환,1989-09-19,2015,"3,500",-0.125
최동환,1989-09-19,2016,"3,500",0.559
최동환,1989-09-19,2017,"6,000",0.064
최동환,1989-09-19,2018,"6,500",0.678
최동환,1989-09-19,2019,"6,500",-0.176
최동환,1989-09-19,2020,"7,000",1.231
최성민,1990-07-31,2009,,-0.051
최성민,1990-07-31,2010,,0.462
최성민,1990-07-31,2011,"3,500",0.247
한희,1989-11-11,2009,,0.212
한희,1989-11-11,2010,"3,200",-0.267
한희,1989-11-11,2011,"3,400",1.851
한희,1989-11-11,2012,"7,500",0.067
박현준,1986-09-22,2009,,0.036
박현준,1986-09-22,2010,,-0.206
박현준,1986-09-22,2011,"4,300",2.753
여건욱,1986-09-16,2009,,-0.047
여건욱,1986-09-16,2013,"2,400",-0.518
여건욱,1986-09-16,2014,"3,000",0.399
여건욱,1986-09-16,2017,"4,000",0.216
여건욱,1986-09-16,2018,"4,000",0.299
여건욱,1986-09-16,2019,"4,000",0.294
여건욱,1986-09-16,2020,"7,000",-0.338
지훈,1986-02-22,2009,,0.033
성영훈,1990-06-24,2009,,0.259
성영훈,1990-06-24,2010,"2,500",0.251
성영훈,1990-06-24,2017,"2,700",0.052
오현택,1985-07-17,2009,,0.403
오현택,1985-07-17,2010,"2,700",0.053
오현택,1985-07-17,2013,"3,000",2.114
오현택,1985-07-17,2014,"8,000",1.583
오현택,1985-07-17,2015,"11,000",0.498
오현택,1985-07-17,2016,"11,000",0.042
오현택,1985-07-17,2018,"6,000",1.643
오현택,1985-07-17,2019,"6,000",-0.049
오현택,1985-07-17,2020,"6,000",1.027
유희관,1986-06-01,2009,,0.196
유희관,1986-06-01,2010,"2,500",-0.033
유희관,1986-06-01,2013,"2,600",3.479
유희관,1986-06-01,2014,"10,000",3.281
유희관,1986-06-01,2015,"40,000",4.397
유희관,1986-06-01,2016,"40,000",4.135
유희관,1986-06-01,2017,"50,000",2.327
유희관,1986-06-01,2018,"50,000",-0.527
유희관,1986-06-01,2019,"50,000",3.548
유희관,1986-06-01,2020,"47,000",0.545
조승수,1990-06-09,2009,,-0.144
조승수,1990-06-09,2010,"2,400",-0.141
조승수,1990-06-09,2011,"3,000",-0.044
조승수,1990-06-09,2015,"2,900",-0.009
조승수,1990-06-09,2016,"2,900",-0.174
조승수,1990-06-09,2017,"900,000",0.000
홍상삼,1990-02-13,2009,"2,000",1.029
홍상삼,1990-02-13,2010,"5,700",0.189
홍상삼,1990-02-13,2011,"6,300",-0.329
홍상삼,1990-02-13,2012,"5,000",2.831
홍상삼,1990-02-13,2013,"11,500",1.902
홍상삼,1990-02-13,2014,"16,000",-0.250
홍상삼,1990-02-13,2016,"22,000",0.142
홍상삼,1990-02-13,2017,"12,500",-0.377
홍상삼,1990-02-13,2018,"9,000",0.246
홍상삼,1990-02-13,2019,"9,000",0.037
홍상삼,1990-02-13,2020,"4,000",0.934
이상화,1988-03-01,2009,"2,000",0.510
이상화,1988-03-01,2012,"2,600",0.020
이상화,1988-03-01,2013,"2,600",0.088
이상화,1988-03-01,2014,"2,600",-0.051
이상화,1988-03-01,2015,"2,600",-0.031
이상화,1988-03-01,2016,"5,000",-0.191
이상화,1988-03-01,2017,"4,500",1.772
이상화,1988-03-01,2018,"10,000",0.536
이상화,1988-03-01,2020,"4,000",0.092
이정동,1985-07-17,2009,"2,000",0.126
박민규,1990-09-12,2009,,0.180
박민규,1990-09-12,2010,"2,800",0.090
박민규,1990-09-12,2011,"2,800",-0.098
박민규,1990-09-12,2016,"2,700",0.135
양지훈,1985-04-15,2009,,-0.089
이우선,1983-04-19,2009,,0.113
이우선,1983-04-19,2010,"3,500",1.045
이우선,1983-04-19,2011,"5,000",0.819
이우선,1983-04-19,2012,"6,000",0.094
이우선,1983-04-19,2013,"5,500",0.174
이우선,1983-04-19,2014,"900,000",0.001
강윤구,1990-07-10,2009,,0.621
강윤구,1990-07-10,2010,,-0.103
강윤구,1990-07-10,2011,"3,000",0.720
강윤구,1990-07-10,2012,"3,800",1.508
강윤구,1990-07-10,2013,"6,700",2.553
강윤구,1990-07-10,2014,"10,500",-0.739
강윤구,1990-07-10,2016,"10,500",-0.094
강윤구,1990-07-10,2017,"8,000",0.718
강윤구,1990-07-10,2018,"8,500",-0.107
강윤구,1990-07-10,2019,"8,500",0.440
강윤구,1990-07-10,2020,"15,500",-0.149
임창민,1985-08-25,2009,"2,100",-0.119
임창민,1985-08-25,2012,"2,400",0.034
임창민,1985-08-25,2013,"2,600",1.105
임창민,1985-08-25,2014,"6,200",1.194
임창민,1985-08-25,2015,"17,400",1.640
임창민,1985-08-25,2016,"17,400",3.255
임창민,1985-08-25,2017,"22,500",2.266
임창민,1985-08-25,2018,"25,000",-0.090
임창민,1985-08-25,2019,"25,000",0.289
임창민,1985-08-25,2020,"16,000",-0.074
김주,1989-03-02,2009,,-0.051
박성호,1986-07-04,2009,,-0.119
박성호,1986-07-04,2010,,0.980
박성호,1986-07-04,2011,"3,300",0.083
박성호,1986-07-04,2014,"3,600",-0.113
박성호,1986-07-04,2015,"5,000",0.124
허유강,1986-11-16,2009,,0.341
허유강,1986-11-16,2010,"2,800",-0.258
허유강,1986-11-16,2014,"3,100",-0.038
허유강,1986-11-16,2015,"900,000",-0.054
황재규,1986-04-16,2009,,1.010
황재규,1986-04-16,2010,"3,000",-0.070
황재규,1986-04-16,2013,"3,000",0.601
황재규,1986-04-16,2014,"3,500",-0.274
황재규,1986-04-16,2016,"3,500",-0.265
심동섭,1991-09-20,2010,,0.003
심동섭,1991-09-20,2011,"2,500",1.521
심동섭,1991-09-20,2012,"7,500",-0.353
심동섭,1991-09-20,2013,"4,500",0.318
심동섭,1991-09-20,2014,"5,000",1.069
심동섭,1991-09-20,2015,"14,000",0.545
심동섭,1991-09-20,2016,"14,000",-0.238
심동섭,1991-09-20,2017,"11,000",0.194
심동섭,1991-09-20,2018,"900,000",0.043
김지용,1988-02-20,2010,,-0.052
김지용,1988-02-20,2015,"4,000",0.709
김지용,1988-02-20,2016,"4,000",1.919
김지용,1988-02-20,2017,"10,000",0.289
김지용,1988-02-20,2018,"9,000",0.352
김지용,1988-02-20,2020,"11,000",-0.145
신정락,1987-05-13,2010,,-0.074
신정락,1987-05-13,2011,"3,000",0.561
신정락,1987-05-13,2012,"3,500",-0.015
신정락,1987-05-13,2013,"3,000",2.280
신정락,1987-05-13,2014,"10,000",0.419
신정락,1987-05-13,2017,"7,500",-0.206
신정락,1987-05-13,2018,"10,500",0.015
신정락,1987-05-13,2019,"10,500",-0.573
신정락,1987-05-13,2020,"12,000",-0.225
유경국,1991-07-12,2010,,-0.034
유경국,1991-07-12,2016,"2,700",0.023
김태훈,1990-05-19,2010,,0.000
김태훈,1990-05-19,2011,"2,400",0.318
김태훈,1990-05-19,2012,"2,800",-0.212
김태훈,1990-05-19,2015,"2,700",-0.032
김태훈,1990-05-19,2016,"2,700",0.266
김태훈,1990-05-19,2017,"2,800",-0.151
김태훈,1990-05-19,2018,"4,000",2.262
김태훈,1990-05-19,2019,"4,000",1.048
김태훈,1990-05-19,2020,"24,000",-0.436
문광은,1987-11-09,2010,,0.329
문광은,1987-11-09,2011,"3,200",0.147
문광은,1987-11-09,2014,"3,200",0.172
문광은,1987-11-09,2015,"6,000",-0.522
문광은,1987-11-09,2016,"6,000",-0.301
문광은,1987-11-09,2017,"4,500",-0.247
문광은,1987-11-09,2018,"4,500",-0.236
문광은,1987-11-09,2019,"4,500",0.333
문광은,1987-11-09,2020,"7,500",-0.084
최원재,1987-04-29,2010,,-0.014
최원재,1987-04-29,2011,"2,400",0.133
최원재,1987-04-29,2015,"4,600",0.805
최원재,1987-04-29,2016,"4,600",-0.112
최원재,1987-04-29,2017,"900,000",-0.104
이재학,1990-10-04,2010,,0.079
이재학,1990-10-04,2013,"5,000",4.442
이재학,1990-10-04,2014,"12,500",3.815
이재학,1990-10-04,2015,"20,000",2.357
이재학,1990-10-04,2016,"20,000",2.228
이재학,1990-10-04,2017,"20,000",-0.355
이재학,1990-10-04,2018,"19,000",2.666
이재학,1990-10-04,2019,"19,000",1.700
이재학,1990-10-04,2020,"27,500",-0.527
장민익,1991-02-05,2010,,-0.310
장민익,1991-02-05,2011,"2,400",0.043
장민익,1991-02-05,2014,"2,700",0.156
장민익,1991-02-05,2015,"2,800",-0.485
장민익,1991-02-05,2017,"2,700",0.094
장민익,1991-02-05,2018,"2,700",-0.215
정대현,1991-07-19,2010,,-0.088
정대현,1991-07-19,2011,"2,500",-0.043
정대현,1991-07-19,2012,"2,500",-0.040
정대현,1991-07-19,2013,"3,400",-0.351
정대현,1991-07-19,2014,"2,700",-0.134
정대현,1991-07-19,2015,"6,300",1.101
정대현,1991-07-19,2016,"6,300",-0.560
정대현,1991-07-19,2017,"6,300",-0.228
정대현,1991-07-19,2020,"6,300",-0.079
김수완,1989-07-20,2010,,1.212
김수완,1989-07-20,2011,"4,000",0.124
김수완,1989-07-20,2012,"4,300",0.509
김수완,1989-07-20,2013,"5,000",0.479
김수완,1989-07-20,2014,"7,000",-0.088
김수완,1989-07-20,2015,"900,000",-0.131
박시영,1989-03-10,2010,,-0.195
박시영,1989-03-10,2016,"2,700",0.757
박시영,1989-03-10,2017,"5,000",-0.127
박시영,1989-03-10,2018,"6,300",-0.360
박시영,1989-03-10,2019,"6,300",1.050
박시영,1989-03-10,2020,"7,900",-0.355
이재곤,1988-11-24,2010,"2,400",2.322
